server_id,user_id
BBG000FLPRH1,NASDAQ:CAR
BBG000FLHZZ2,NYSE:WCN
BBG000FLF615,NYSE:AXS
BBG000FKJRC5,NYSE:EL
BBG000FJS1S8,NYSE:LNN
BBG000FJRZ68,NYSE:DO
BBG000FH8PX5,NYSE:AGN
BBG000FFH4P5,NYSE:FLS
BBG000FFFQR6,NYSE:WTI
BBG000FFDM15,NYSE:USB
BBG000FDBX90,NYSE:CNP
BBG000FBK808,NYSE:DNR
BBG000F86GP6,NYSE:MCO
BBG000F7RHK8,NASDAQ:TZOO
BBG000F6ZWH2,NYSE:DKS
BBG000F6H8W8,NASDAQ:COST
BBG000F61RJ8,NYSE:ACM
BBG000F5YH15,NYSE:WWE
BBG000F5VVB6,NASDAQ:NDAQ
BBG000F4W0M4,NYSE:SIX
BBG000F3CWW7,NASDAQ:JCOM
BBG000F395V1,NYSE:COTY
BBG000F2XXP2,NASDAQ:SBGI
BBG000F1ZSQ2,NYSE:MA
BBG000F0KF42,NASDAQ:STX
BBG000DYGNW7,NYSE:MCK
BBG000DX5DX2,NASDAQ:MDCO
BBG000DW4Q75,NASDAQ:LNT
BBG000DV7MX4,NASDAQ:ON
BBG000DT5D52,NASDAQ:ABEO
BBG000DSMS70,NASDAQ:ILMN
BBG000DRJFC8,NYSE:CLDR
BBG000DQTXY6,NYSE:DHI
BBG000DQN9R3,NASDAQ:MIDD
BBG000DQLV23,NYSE:BMY
BBG000DQBZJ7,NYSE:ATGE
BBG000DN7P92,NYSE:SYK
BBG000DN4ZT1,NASDAQ:TCBI
BBG000DMBXR2,NYSE:JPM
BBG000DM2BF3,NASDAQ:SNBR
BBG000DLY9B9,NYSE:BMO
BBG000DLFM21,NYSE:BHC
BBG000DKCC19,NYSE:TSN
BBG000DHSPT0,NASDAQ:VIAB
BBG000DH7JK6,NASDAQ:PEP
BBG000DGPR66,NYSE:BG
BBG000DGLTG5,NYSE:DLB
BBG000DFGRY7,NASDAQ:CMPR
BBG000DCNK80,NYSE:RPM
BBG000DCCZW2,NYSE:AGCO
BBG000D9KWL9,NYSE:MTB
BBG000D9H9F1,NASDAQ:MYGN
BBG000D9D830,NYSE:ACN
BBG000D8RG11,NYSE:NRG
BBG000D86F25,NYSE:BWXT
BBG000D7JKW9,NASDAQ:CSGP
BBG000D6TC94,NYSE:JOE
BBG000D6L294,NYSE:XEC
BBG000D5S4M0,NYSE:PII
BBG000D52545,NASDAQ:WEN
BBG000D4YTR6,NASDAQ:VLY
BBG000D4LWF6,NASDAQ:MDLZ
BBG000D42FJ0,NYSE:DDD
BBG000D2ZTS8,NYSE:HBI
BBG000D2M6H4,NYSE:MTW
BBG000D25424,AMEX:NG
BBG000D0FNV3,NYSE:WCC
BBG000CZWZ05,NASDAQ:BMRN
BBG000CY5S22,AMEX:SVM
BBG000CX0P89,NYSE:GPN
BBG000CWL0F5,NASDAQ:EXAS
BBG000CVWGS6,NASDAQ:ATVI
BBG000CTQBF3,NASDAQ:SBUX
BBG000CTM4J9,NYSE:CRI
BBG000CSY9H9,NASDAQ:BBBY
BBG000CS8TM8,NASDAQ:CAKE
BBG000CS7CT9,NYSE:KSS
BBG000CQB185,NYSE:AGO
BBG000CPZ0F5,NASDAQ:PDLI
BBG000CP3D44,NASDAQ:AMSC
BBG000CNWNL6,NYSE:OI
BBG000CLVM51,NYSE:WCG
BBG000CL9VN6,NASDAQ:NFLX
BBG000CKVSG8,NYSE:CNX
BBG000CKGBP2,NASDAQ:GILD
BBG000CJ2181,NYSE:RS
BBG000CHWP52,NASDAQ:DISCA
BBG000CHSS88,NASDAQ:ODFL
BBG000CHF7G9,NASDAQ:AMAG
BBG000CH7WB8,NYSE:AG
BBG000CH5208,NYSE:UNH
BBG000CGC1X8,NASDAQ:QCOM
BBG000CF8227,NYSE:DBI
BBG000CF5097,NYSE:GBX
BBG000CDMJW6,NASDAQ:CALM
BBG000CC7LQ7,NASDAQ:ZBRA
BBG000CC53X1,NYSE:OSK
BBG000CBMH27,NYSE:MTG
BBG000CB8Q50,NYSE:UHS
BBG000C90DH9,NYSE:IPG
BBG000C8H633,NYSE:MRO
BBG000C7TF41,NYSE:HAE
BBG000C7B436,NYSE:TEX
BBG000C75N77,NYSE:CMA
BBG000C734W3,NASDAQ:REGN
BBG000C6CFJ5,NYSE:GS
BBG000C60K98,NYSE:CVA
BBG000C5Z443,NYSE:CFX
BBG000C5Z1S3,NASDAQ:MU
BBG000C5HS04,NYSE:NKE
BBG000C4ZZ10,NYSE:SIG
BBG000C4NJF4,NASDAQ:TTEC
BBG000C4LN67,NASDAQ:GRMN
BBG000C4K3D4,NASDAQ:ADTN
BBG000C496P7,NYSE:CBS
